nome,genero,data,cidade,estado
Cort Anglin,Male,24/11/1999,Buffalo,New York
Rhianna Aberkirdo,Female,21/12/1999,New York City,New York
Galvan Excell,Male,27/03/2000,New York City,New York
Dexter Driussi,Male,15/11/1999,New York City,New York
Ursa Kalker,Female,03/10/1999,White Plains,New York
Grace Skirvin,Male,21/03/2000,New Hyde Park,New York
Pollyanna Ingon,Female,24/12/1999,New York City,New York
Bibbie Pointing,Female,19/02/2000,New York City,New York
Joanie Grigs,Female,23/11/1999,Buffalo,New York
Bern Havile,Male,27/11/1999,Rochester,New York
Sauncho Gwinnel,Male,06/12/1999,New York City,New York
Howey Sloper,Male,19/11/1999,New York City,New York
Temple Reihill,Male,13/11/1999,New York City,New York
Maurita Impy,Female,26/02/2000,New York City,New York
Zora Lowdes,Female,31/01/2000,Port Washington,New York
Ilyssa Hymer,Female,03/01/2000,New York City,New York
Eleni Thowless,Female,09/10/1999,Topeka,Kansas
Abbott Gillbard,Male,28/11/1999,New York City,New York
Ibbie Shermar,Female,18/10/1999,New York City,New York
Heywood Sheahan,Male,16/10/1999,Topeka,Kansas
Deeanne Petchell,Female,05/03/2000,New York City,New York
Elisabetta Pucknell,Female,30/01/2000,Rochester,New York
Rosabelle Danigel,Female,12/02/2000,Topeka,Kansas
Fredia Ginsie,Female,10/12/1999,White Plains,New York
Carmela Rabidge,Female,06/10/1999,Kansas City,Kansas
Christoph Coleby,Male,13/03/2000,New York City,New York
Maison Ivanyukov,Male,08/12/1999,Bronx,New York
Iseabal Askew,Female,07/11/1999,Kansas City,Kansas
Randy Jagoe,Male,03/01/2000,Jamaica,New York
Sandi Gammons,Female,13/01/2000,Brooklyn,New York
Betty Pleasance,Female,09/12/1999,New York City,New York
Birch McCloughlin,Male,28/12/1999,Bronx,New York
Sianna Weins,Female,17/03/2000,Syracuse,New York
Alexio Rodd,Male,31/01/2000,White Plains,New York
Latashia Martine,Female,05/11/1999,New York City,New York
Peyter Tempest,Male,06/01/2000,Rochester,New York
Addi Coneley,Female,08/10/1999,Rochester,New York
Tildi Preon,Female,08/01/2000,Wichita,Kansas
Kizzee Fritschmann,Female,19/02/2000,White Plains,New York
Danit Skeats,Female,18/02/2000,Rochester,New York
Ulrike Broxup,Female,15/03/2000,Mount Vernon,New York
Nestor Petras,Male,11/02/2000,Rochester,New York
Alphonse Steers,Male,09/12/1999,Wichita,Kansas
Cody Akister,Female,28/02/2000,Jamaica,New York
Bone Punt,Male,02/11/1999,Wichita,Kansas
Sibbie Tournay,Female,30/03/2000,Bronx,New York
Lezley Plessing,Male,15/12/1999,Buffalo,New York
Averil Bradnocke,Male,28/12/1999,New York City,New York
Phip Itzkin,Male,15/10/1999,Rochester,New York
Lindy Idwal Evans,Female,29/10/1999,New York City,New York
Tanitansy Candlish,Female,18/11/1999,Albany,New York
Niko Balog,Male,07/11/1999,New York City,New York
Ricky Vedyaev,Male,27/03/2000,Topeka,Kansas
Thorvald Gerardi,Male,01/12/1999,Brooklyn,New York
Georg Yurkov,Male,12/01/2000,New York City,New York
Stephanus Truggian,Male,20/01/2000,Brooklyn,New York
Carola Clay,Female,01/02/2000,Buffalo,New York
Patty Bront,Male,29/02/2000,New York City,New York
Sutherland Biggen,Male,09/02/2000,New York City,New York
Ermentrude Castagno,Female,11/03/2000,New York City,New York
Mikael Brodbin,Male,30/03/2000,Albany,New York
Wendell Ardy,Male,20/11/1999,Buffalo,New York
Carena Screen,Female,06/10/1999,Topeka,Kansas
Ezechiel Wardale,Male,29/02/2000,Topeka,Kansas
Craig McAless,Male,28/11/1999,Staten Island,New York
Johnny Purdy,Male,01/10/1999,Brooklyn,New York
Ciro Vicarey,Male,21/03/2000,Buffalo,New York
Friedrich Yoselevitch,Male,03/10/1999,Schenectady,New York
Jeanne De Bruyne,Female,21/11/1999,Wichita,Kansas
Don McPartling,Male,22/12/1999,Buffalo,New York
Beauregard Lavalde,Male,03/03/2000,Brooklyn,New York
Dacia Guyer,Female,31/01/2000,Bronx,New York
Alexia Francescoccio,Female,03/10/1999,Brooklyn,New York
Mano Dast,Male,24/03/2000,Buffalo,New York
Berny Colenutt,Female,04/02/2000,New York City,New York
Bertrand Jaspar,Male,25/02/2000,Rochester,New York
Orion Rapport,Male,16/01/2000,Topeka,Kansas
Boigie Reddish,Male,29/12/1999,Brooklyn,New York
Alverta Nizard,Female,27/01/2000,Syracuse,New York
Dougy Darrel,Male,03/11/1999,Albany,New York
Giovanna Bentote,Female,13/10/1999,Wichita,Kansas
Gamaliel Trowill,Male,21/01/2000,Topeka,Kansas
Kerry Awde,Male,05/12/1999,New York City,New York
Salvidor Hauxwell,Male,30/12/1999,New York City,New York
Sauncho Boomes,Male,10/03/2000,Shawnee Mission,Kansas
Britta Horley,Female,05/02/2000,Bronx,New York
Reinwald Riddle,Male,23/12/1999,Rochester,New York
Bella Yakovl,Female,27/11/1999,Rochester,New York
Brian Le Grove,Male,31/12/1999,Jamaica,New York
Rozina Huison,Female,17/11/1999,Brooklyn,New York
Alla Ablitt,Female,04/10/1999,Topeka,Kansas
Theresina Huton,Female,08/10/1999,Buffalo,New York
Sena Kondratowicz,Female,16/03/2000,New York City,New York
Gabey Meere,Female,27/01/2000,Albany,New York
Boyce Bremeyer,Male,14/01/2000,New York City,New York
Tully McCreery,Male,04/01/2000,Jamaica,New York
Elie Chiese,Female,12/10/1999,Great Neck,New York
Damaris Ensor,Female,19/10/1999,Jamaica,New York
Gerty Stiller,Female,21/12/1999,Rochester,New York
Leanora Daniaud,Female,05/02/2000,Elmira,New York
Emili Cunningham,Female,04/12/1999,Albany,New York
Dulci Nancarrow,Female,19/02/2000,Hicksville,New York
Riane Grabbam,Female,17/01/2000,Brooklyn,New York
Jerad Pittaway,Male,06/12/1999,Topeka,Kansas
Kingsly Skippen,Male,28/11/1999,New York City,New York
Tait Bisacre,Male,28/02/2000,Hicksville,New York
Eudora Gabey,Female,06/01/2000,New York City,New York
Salvidor McPolin,Male,05/12/1999,New York City,New York
Rickie Judge,Female,19/02/2000,Schenectady,New York
Benedicto Seys,Male,27/01/2000,Buffalo,New York
Harley Palley,Male,17/10/1999,Buffalo,New York
Cello Donaher,Male,12/01/2000,Rochester,New York
Ludwig Pannaman,Male,30/03/2000,Buffalo,New York
Danna Ballaam,Female,29/12/1999,Rochester,New York
Ainslie Vasnetsov,Female,28/02/2000,New York City,New York
Aime Shanks,Female,13/03/2000,New York City,New York
Frasier Edney,Male,20/11/1999,Bronx,New York
Constantina Cahey,Female,04/03/2000,New York City,New York
Grace Larrie,Female,24/10/1999,Wichita,Kansas
Silvie Petru,Female,07/03/2000,Rochester,New York
Caz Millington,Male,13/03/2000,Albany,New York
Lise McLinden,Female,08/10/1999,Bronx,New York
Bonnee Lugden,Female,05/01/2000,New York City,New York
Craggie Agate,Male,08/11/1999,Topeka,Kansas
Morrie Lempke,Male,03/12/1999,Rochester,New York
Berky Grisard,Male,03/01/2000,Rochester,New York
Cobby Arndt,Male,22/11/1999,New York City,New York
Brant Rannie,Male,27/03/2000,Rochester,New York
Alonso Spatarul,Male,22/12/1999,New York City,New York
Berk Wasylkiewicz,Male,16/01/2000,Topeka,Kansas
Mikel Beves,Male,04/11/1999,Buffalo,New York
Roslyn Lammert,Female,22/12/1999,Brooklyn,New York
Purcell Cleeves,Male,01/02/2000,Wichita,Kansas
Rawley Bellelli,Male,03/03/2000,Wichita,Kansas
Cindra Glossop,Female,28/01/2000,Bronx,New York
Susanne Hay,Female,06/01/2000,Bronx,New York
Sigvard Scase,Male,31/01/2000,Albany,New York
Remington Hainey,Male,03/12/1999,New York City,New York
Alain Clackers,Male,30/10/1999,Syracuse,New York
Bunni Ruoss,Female,30/12/1999,New York City,New York
Luciano Lenthall,Male,31/12/1999,Utica,New York
Avrit Gellert,Female,16/10/1999,Albany,New York
Erinna Bampton,Female,20/12/1999,Flushing,New York
Luca Pachta,Male,25/12/1999,New York City,New York
Kylie Stubbings,Male,07/11/1999,Jamaica,New York
Danice Morgen,Female,30/12/1999,Bronx,New York
Dougy Baumer,Male,27/10/1999,Elmira,New York
Ruthanne Wilds,Female,18/01/2000,New York City,New York
Sophia Darlasson,Female,23/11/1999,Brooklyn,New York
Stephana Norledge,Female,06/11/1999,Topeka,Kansas
Brice Bankes,Male,17/01/2000,Staten Island,New York
Alwyn Schwartz,Male,29/01/2000,White Plains,New York
Harri Elix,Female,18/01/2000,Wichita,Kansas
Myron Nannetti,Male,05/03/2000,Shawnee Mission,Kansas
Waring Dufoure,Male,06/12/1999,Topeka,Kansas
Jedidiah Comazzo,Male,17/03/2000,New York City,New York
Dee Morrowe,Female,30/03/2000,New York City,New York
Odetta Byneth,Female,05/11/1999,New York City,New York
Ole Minucci,Male,26/11/1999,Shawnee Mission,Kansas
Hyacinthia Dulany,Female,13/03/2000,Albany,New York
Helenka Richold,Female,30/03/2000,Wichita,Kansas
Carmella Batie,Female,14/01/2000,Shawnee Mission,Kansas
Ferrel Benwell,Male,26/02/2000,Elmira,New York
Whitby Kneeshaw,Male,23/11/1999,Albany,New York
Mandy Le Friec,Female,26/10/1999,Albany,New York
Eziechiele Raffan,Male,18/03/2000,Albany,New York
Erina De Moreno,Female,14/01/2000,New York City,New York
Wynnie Grishaev,Female,23/12/1999,Wichita,Kansas
Clarette Stappard,Female,05/12/1999,Albany,New York
Celinda O'Shevlin,Female,23/02/2000,Albany,New York
Ardeen Jinda,Female,21/12/1999,Bronx,New York
Barde Harborow,Male,21/11/1999,Rochester,New York
Buiron McWhan,Male,07/12/1999,New York City,New York
Janey Standen,Female,27/03/2000,New York City,New York
Flynn Draijer,Male,01/03/2000,New York City,New York
Garry Charlson,Male,13/01/2000,Bronx,New York
Janette Sangster,Female,02/01/2000,Rochester,New York
Nollie Stillman,Female,14/12/1999,New York City,New York
Dino Pococke,Male,23/12/1999,Syracuse,New York
Darwin Sulman,Male,20/02/2000,New York City,New York
Tirrell Strain,Male,21/02/2000,Flushing,New York
Ortensia Terbeck,Female,27/10/1999,Rochester,New York
Lina Mullin,Female,05/12/1999,Shawnee Mission,Kansas
Fionnula Enocksson,Female,21/10/1999,New York City,New York
Gus Rohlfs,Male,25/12/1999,Schenectady,New York
Celka Hastwell,Female,10/12/1999,New York City,New York
Gale Pattie,Male,30/03/2000,Syracuse,New York
Debbie Gambie,Female,08/03/2000,Syracuse,New York
Salvador Knowlden,Male,27/10/1999,Wichita,Kansas
Melonie Dalley,Female,08/11/1999,Jamaica,New York
Alfons Jedryka,Male,23/01/2000,Albany,New York
Quillan Ruberry,Male,08/01/2000,White Plains,New York
Rutledge Pedican,Male,08/12/1999,Brooklyn,New York
Regan Bohman,Male,30/03/2000,Rochester,New York
Shadow Smidmor,Male,11/11/1999,New York City,New York
Sinclare Slatten,Male,15/03/2000,Albany,New York
Horton Tomankiewicz,Male,18/01/2000,Rochester,New York
Viviana Hegley,Female,06/02/2000,Albany,New York
Cynthea Tewkesberrie,Female,15/02/2000,Kansas City,Kansas
Corny Holywell,Male,17/12/1999,Jamaica,New York
Romain Tassell,Male,01/12/1999,New York City,New York
Roderich Colmer,Male,03/02/2000,Shawnee Mission,Kansas
Brandy Seiter,Male,03/10/1999,New York City,New York
Moises Mosten,Male,10/11/1999,Albany,New York
Harry Gorrie,Male,10/02/2000,New York City,New York
Corrinne Whitehouse,Female,05/03/2000,Brooklyn,New York
Hamish Alywen,Male,02/02/2000,New Hyde Park,New York
Bert Rennie,Female,16/01/2000,New York City,New York
Bram Jakobssen,Male,03/11/1999,Syracuse,New York
Lek Tulloch,Male,05/10/1999,New York City,New York
Anastassia Billison,Female,13/03/2000,New York City,New York
Thorvald Hoyles,Male,25/01/2000,Shawnee Mission,Kansas
Jacquelynn Twittey,Female,01/01/2000,Staten Island,New York
Cullen Wanley,Male,08/10/1999,Buffalo,New York
Inger Butts,Male,11/03/2000,Jamaica,New York
Isidro Genn,Male,10/11/1999,Syracuse,New York
Arty Campana,Male,25/11/1999,Albany,New York
Alberto Safhill,Male,14/12/1999,Buffalo,New York
Sabra Frowde,Female,10/10/1999,Brooklyn,New York
Zia Avramovic,Female,14/12/1999,Syracuse,New York
Bertrand Schistl,Male,03/10/1999,Schenectady,New York
Ibby Ostrich,Female,24/10/1999,Buffalo,New York
Nev Noke,Male,18/11/1999,Shawnee Mission,Kansas
Aldon Stacey,Male,14/11/1999,Wichita,Kansas
Kristina Jervis,Female,19/02/2000,Albany,New York
Sibella Ching,Female,28/10/1999,Brooklyn,New York
Bertine Dicks,Female,27/11/1999,Rochester,New York
Andriana Leavey,Female,11/02/2000,New York City,New York
Vernon Matevushev,Male,24/11/1999,Buffalo,New York
Jimmie Dalgarnowch,Male,28/12/1999,New York City,New York
Maribel Barwick,Female,05/12/1999,Shawnee Mission,Kansas
Chaddy Squires,Male,09/12/1999,New York City,New York
Alaric Parades,Male,14/03/2000,Rochester,New York
Rana Frickey,Female,23/11/1999,New York City,New York
Veronique Spore,Female,10/12/1999,Wichita,Kansas
Arty MacKnocker,Male,05/03/2000,Port Washington,New York
Arty Scales,Male,14/11/1999,Albany,New York
Salomo Moriarty,Male,05/02/2000,Albany,New York
Tamar Duberry,Female,05/11/1999,Brooklyn,New York
Emmalynn Dumper,Female,14/11/1999,Brooklyn,New York
Mil Bartoletti,Female,28/01/2000,Wichita,Kansas
Shelby Gingold,Male,29/12/1999,Kansas City,Kansas
Henrie Hunt,Female,22/01/2000,New York City,New York
Annadiane Cushelly,Female,01/12/1999,Rochester,New York
Cristi Bickerstaff,Female,11/12/1999,New York City,New York
Shamus Pitceathly,Male,27/11/1999,Bronx,New York
Georgie Dmitrievski,Male,12/01/2000,Bronx,New York
Conn Pendrick,Male,04/03/2000,Jamaica,New York
Towny Baleine,Male,19/12/1999,New York City,New York
Ozzy Garfit,Male,18/02/2000,New York City,New York
Lisbeth Piquard,Female,26/01/2000,Buffalo,New York
Aldon Boldison,Male,24/01/2000,Yonkers,New York
Ly Amsberger,Male,25/03/2000,Topeka,Kansas
Wendi Thrustle,Female,16/02/2000,Utica,New York
Raviv Groger,Male,17/03/2000,Jamaica,New York
Chic Landor,Male,30/03/2000,Albany,New York
Dukey Chadderton,Male,30/03/2000,Bronx,New York
Bert Proudlove,Female,13/03/2000,Buffalo,New York
L;urette Lowrance,Female,11/02/2000,Yonkers,New York
Miranda Hansod,Female,05/12/1999,Topeka,Kansas
Noak Ferie,Male,19/10/1999,Bronx,New York
Anne-marie Tschersich,Female,22/12/1999,Yonkers,New York
Bill Mercer,Female,31/01/2000,Kansas City,Kansas
Wit Stabbins,Male,12/10/1999,Bronx,New York
Rhianna McKall,Female,18/11/1999,Staten Island,New York
Celestina Charrett,Female,17/11/1999,Brooklyn,New York
Fraser Lefley,Male,28/03/2000,Bronx,New York
Normie Joblin,Male,09/11/1999,Buffalo,New York
Marijo McKomb,Female,07/11/1999,Rochester,New York
Brittne Wreight,Female,29/01/2000,Buffalo,New York
Stern Mashro,Male,02/10/1999,New York City,New York
Emile Bellocht,Male,19/01/2000,Bronx,New York
Gaby Smorthit,Male,19/02/2000,Buffalo,New York
Lucio Dudson,Male,27/03/2000,Wichita,Kansas
Carrol Crotty,Male,02/10/1999,Syracuse,New York
Abraham Tittershill,Male,22/02/2000,Wichita,Kansas
Everard Entres,Male,04/01/2000,New York City,New York
Avie Kear,Female,13/01/2000,Syracuse,New York
Ronny Twidale,Female,25/11/1999,Shawnee Mission,Kansas
Reginald Diter,Male,18/03/2000,New York City,New York
Felisha Aspin,Female,10/10/1999,Schenectady,New York
Donelle Stopp,Female,17/11/1999,Wichita,Kansas
Keslie Amys,Female,28/12/1999,Wichita,Kansas
Purcell Feldbrin,Male,10/12/1999,New York City,New York
Reece Dugall,Male,09/10/1999,New York City,New York
Elsie Clawley,Female,15/12/1999,Jamaica,New York
Gayelord Drysdell,Male,07/10/1999,Albany,New York
Jonah Capron,Male,16/01/2000,Brooklyn,New York
Trixy Croisdall,Female,26/01/2000,Wichita,Kansas
Casie Boggers,Female,12/12/1999,New York City,New York
Esta Budding,Female,15/01/2000,Wichita,Kansas
Virgil Penniall,Male,17/03/2000,Shawnee Mission,Kansas
Kristan Dunnet,Female,07/03/2000,New Hyde Park,New York
Alfonso Daville,Male,26/11/1999,Staten Island,New York
Chelsea Sergison,Female,22/10/1999,Bronx,New York
Florance Jimmison,Female,27/12/1999,New York City,New York
Jacklin Gartsyde,Female,19/03/2000,Topeka,Kansas
Merill Sandhill,Male,23/01/2000,Wichita,Kansas
Fredek Ramsier,Male,28/01/2000,Shawnee Mission,Kansas
Domini Ballefant,Female,21/02/2000,Albany,New York
Weston Bowering,Male,10/12/1999,Shawnee Mission,Kansas
Clarie Canet,Female,27/12/1999,Topeka,Kansas
Bess Brookes,Female,29/10/1999,Topeka,Kansas
Sasha Yeskin,Female,07/01/2000,Topeka,Kansas
Shayne Ritelli,Female,11/01/2000,New York City,New York
Orsola D'Oyley,Female,21/11/1999,New York City,New York
Friedrick Hubbucks,Male,16/11/1999,New York City,New York
Gregg Feehan,Male,29/12/1999,Staten Island,New York
Sky Gregoretti,Male,24/03/2000,Bronx,New York
Edythe Carayol,Female,15/11/1999,Albany,New York
Giacopo McIlheran,Male,10/01/2000,Buffalo,New York
Blondell Cleve,Female,10/03/2000,Albany,New York
Addie Maiden,Male,30/12/1999,Rochester,New York
Tansy Bensley,Female,09/01/2000,New York City,New York
Terrill Clemmow,Male,24/11/1999,Jamaica,New York
Tamiko Baugham,Female,02/11/1999,Buffalo,New York
Grete Cotta,Female,15/12/1999,Buffalo,New York
Nathanael Blowin,Male,18/11/1999,Brooklyn,New York
Murdock Spurgin,Male,08/12/1999,Syracuse,New York
Cally Barreau,Female,31/10/1999,Bronx,New York
Dacy Segge,Female,03/10/1999,Mount Vernon,New York
Gerty Heifer,Female,14/10/1999,Brooklyn,New York
Frieda Christofor,Female,06/02/2000,New York City,New York
Francoise Osipenko,Female,31/10/1999,Shawnee Mission,Kansas
Sergeant MacDougall,Male,12/12/1999,New York City,New York
Jedediah Dover,Male,29/02/2000,New York City,New York
Bail Iddons,Male,02/02/2000,Bronx,New York
Tara Bollon,Female,02/02/2000,Rochester,New York
Petr Petronis,Male,29/03/2000,Brooklyn,New York
Gwenni Valentelli,Female,06/02/2000,Wichita,Kansas
Allyn Hulance,Male,01/01/2000,Wichita,Kansas
Pauli Geldart,Female,08/02/2000,New York City,New York
Phoebe Beckles,Female,21/11/1999,New York City,New York
Josephina Beauly,Female,06/02/2000,Bronx,New York
Dennet Nethercott,Male,09/10/1999,Brooklyn,New York
Glen Sinson,Female,25/01/2000,Shawnee Mission,Kansas
Ailsun Routhorn,Female,29/03/2000,Hicksville,New York
Sorcha Brise,Female,27/11/1999,Jamaica,New York
Bertrand Vondracek,Male,21/10/1999,Shawnee Mission,Kansas
Vickie Burtonwood,Female,02/02/2000,Flushing,New York
Rita Kenworthy,Female,01/10/1999,Schenectady,New York
Hurlee Kunze,Male,20/10/1999,New York City,New York
Randi Lahive,Male,28/02/2000,Kansas City,Kansas
Sibby Tomlin,Female,22/02/2000,Flushing,New York
Moselle Scaice,Female,19/01/2000,Jamaica,New York
Rurik Worvell,Male,12/10/1999,Kansas City,Kansas
Ramsay Teape,Male,28/03/2000,Buffalo,New York
Felice Stife,Female,30/12/1999,Albany,New York
Belle Anstis,Female,26/01/2000,New York City,New York
Bord Lemoir,Male,28/11/1999,New York City,New York
Adena Bethell,Female,29/12/1999,New York City,New York
Paulie Cornuau,Male,17/10/1999,Topeka,Kansas
Urbano Gentsch,Male,29/10/1999,Staten Island,New York
Angeli Glasheen,Male,05/01/2000,New York City,New York
Bernadene Galego,Female,10/03/2000,Wichita,Kansas
Aili Redford,Female,18/10/1999,Albany,New York
Rebeca Hoopper,Female,12/01/2000,White Plains,New York
Cherry Handscomb,Female,22/10/1999,Brooklyn,New York
Zared Gaber,Male,17/10/1999,New York City,New York
Bea Severns,Female,25/12/1999,Topeka,Kansas
Ermengarde Dally,Female,16/12/1999,Albany,New York
Tamar Pattie,Female,16/10/1999,Rochester,New York
Farleigh Thorald,Male,13/11/1999,Shawnee Mission,Kansas
Cyrillus Sporton,Male,20/12/1999,New York City,New York
Glen Etuck,Female,06/10/1999,New York City,New York
Annabel Gavagan,Female,17/02/2000,Jamaica,New York
Ky Pietraszek,Male,04/01/2000,New York City,New York
Winfield Salzburger,Male,10/02/2000,Brooklyn,New York
Moises Sproston,Male,30/10/1999,New York City,New York
Millie Gilman,Female,18/02/2000,Topeka,Kansas
Siward Goodbanne,Male,12/12/1999,New York City,New York
Yancy Extance,Male,12/01/2000,New York City,New York
Domeniga Jarritt,Female,27/10/1999,Buffalo,New York
Cecilio Gerran,Male,12/12/1999,New York City,New York
Isacco Pointin,Male,03/12/1999,Albany,New York
Elysia Haste,Female,11/02/2000,Jamaica,New York
Whitman Eard,Male,21/11/1999,New York City,New York
Demetris Billham,Female,07/01/2000,Wichita,Kansas
Shelton Duckett,Male,10/12/1999,Wichita,Kansas
Ferrel Matlock,Male,21/03/2000,Albany,New York
Jacklyn Busswell,Female,09/02/2000,Topeka,Kansas
Magda Keynes,Female,09/10/1999,Brooklyn,New York
Westbrook Allon,Male,12/01/2000,Albany,New York
Chadwick Haythorn,Male,01/11/1999,Buffalo,New York
Read Witts,Male,16/03/2000,Albany,New York
Ezechiel Wingeatt,Male,10/01/2000,Buffalo,New York
Leodora Keyho,Female,18/01/2000,Topeka,Kansas
Gannon Grogono,Male,28/11/1999,New York City,New York
Florette Ledes,Female,29/12/1999,Elmira,New York
Mickey Tiler,Male,18/12/1999,Albany,New York
Estrellita Cobby,Female,27/03/2000,Brooklyn,New York
Margalit Surgeoner,Female,07/11/1999,New York City,New York
Anjanette Blakes,Female,06/11/1999,Albany,New York
Georgy Rathbone,Male,12/12/1999,New York City,New York
Claudian Fardy,Male,28/02/2000,White Plains,New York
Barbara Strainge,Female,17/11/1999,Rochester,New York
Morie Epdell,Male,29/03/2000,Shawnee Mission,Kansas
Borden Eckart,Male,22/12/1999,Schenectady,New York
Findlay Petchey,Male,12/02/2000,New York City,New York
Salvatore Biford,Male,17/10/1999,Rochester,New York
Kalila Lattos,Female,27/11/1999,New York City,New York
Lindy Crosswaite,Male,25/01/2000,Port Washington,New York
Si Duro,Male,02/01/2000,New York City,New York
Duky Langtry,Male,21/11/1999,New York City,New York
Cary Heindrich,Male,21/03/2000,Albany,New York
Jean Harbard,Male,10/01/2000,New York City,New York
Annalise Sannes,Female,01/11/1999,Brooklyn,New York
Dickie Pownall,Male,19/02/2000,New York City,New York
Kendricks Vear,Male,19/03/2000,Albany,New York
Ephraim Eickhoff,Male,11/10/1999,New Hyde Park,New York
Ky Way,Male,17/01/2000,Jamaica,New York
Justine Cornwell,Female,19/03/2000,Syracuse,New York
Taylor Methven,Male,25/03/2000,Rochester,New York
Marvin Hunston,Male,08/02/2000,Wichita,Kansas
Jed Meiklejohn,Male,26/01/2000,New York City,New York
Zane Pilmoor,Male,26/03/2000,Rochester,New York
Anissa Gyrgorcewicx,Female,16/11/1999,Bronx,New York
Manfred Normavell,Male,13/02/2000,Jamaica,New York
Cully Sodory,Male,29/01/2000,Brooklyn,New York
Julio Breydin,Male,02/12/1999,New York City,New York
Giacomo Hendren,Male,05/12/1999,Staten Island,New York
Elsbeth Bale,Female,19/02/2000,New York City,New York
Kenon Thursfield,Male,06/03/2000,Bronx,New York
Eunice Grelik,Female,15/01/2000,New York City,New York
Lilllie Shottin,Female,04/03/2000,Albany,New York
Katine Jolley,Female,06/10/1999,Bronx,New York
Jena Armfirld,Female,10/03/2000,New York City,New York
Domingo Roast,Male,02/03/2000,Albany,New York
Shani Darrel,Female,08/10/1999,Syracuse,New York
Carly Ewer,Female,06/12/1999,Rochester,New York
Radcliffe Klemmt,Male,22/10/1999,Kansas City,Kansas
Elisabet Marklew,Female,11/11/1999,Brooklyn,New York
Smitty Rawcliffe,Male,20/01/2000,New York City,New York
Geraldine Goulston,Female,07/01/2000,Rochester,New York
Vincenty Trail,Male,13/01/2000,Brooklyn,New York
Egon Curm,Male,08/12/1999,Albany,New York
Osmond Pashba,Male,13/12/1999,New York City,New York
Katha Auchterlony,Female,28/12/1999,Schenectady,New York
Torie Hext,Female,15/10/1999,Buffalo,New York
Archy McLaverty,Male,02/02/2000,Topeka,Kansas
Ulrich Lardge,Male,19/10/1999,Buffalo,New York
Derick Lindmark,Male,26/03/2000,Brooklyn,New York
Fay Shivlin,Female,10/03/2000,New York City,New York
Craggie Skacel,Male,26/03/2000,Wichita,Kansas
Teena McKibbin,Female,22/10/1999,Rochester,New York
Gabriele Pedican,Male,12/12/1999,Rochester,New York
Olav Yarrow,Male,18/12/1999,New York City,New York
Ronica Reggiani,Female,04/01/2000,New York City,New York
Sterne Sykes,Male,18/02/2000,Kansas City,Kansas
Kiele Arnison,Female,12/03/2000,Topeka,Kansas
Bartolemo Bendix,Male,05/01/2000,Wichita,Kansas
Romy Lear,Female,20/10/1999,Albany,New York
Mose Bompass,Male,22/11/1999,Elmira,New York
Bat Meaton,Male,15/10/1999,Brooklyn,New York
Leroi Jouaneton,Male,26/01/2000,Jamaica,New York
Josefa Swaysland,Female,29/12/1999,Albany,New York
Vina Galpen,Female,02/03/2000,Wichita,Kansas
Alix Pashley,Male,22/02/2000,Brooklyn,New York
Allene Predohl,Female,02/01/2000,Syracuse,New York
Rupert Hauck,Male,12/10/1999,Brooklyn,New York
Amalee Mitchinson,Female,15/01/2000,New York City,New York
Penn Lambert,Male,31/10/1999,Syracuse,New York
Livy Forte,Female,15/02/2000,Syracuse,New York
Dorine Bury,Female,03/10/1999,New York City,New York
Susy Smedmoor,Female,09/12/1999,Buffalo,New York
Parsifal Lipp,Male,01/01/2000,Jamaica,New York
Diannne Rivlin,Female,25/11/1999,Rochester,New York
Tabbie Drable,Female,12/02/2000,Hicksville,New York
Glennis Geram,Female,08/01/2000,Flushing,New York
Wilek Dunbabin,Male,02/11/1999,Kansas City,Kansas
Bennie Hutchinson,Male,17/03/2000,Brooklyn,New York
Arlina Westmarland,Female,18/12/1999,Kansas City,Kansas
Rosalinde Hyndman,Female,29/11/1999,New York City,New York
Raina Kusick,Female,04/01/2000,Albany,New York
Natalee Cayle,Female,23/12/1999,Rochester,New York
Atlante Armin,Female,25/01/2000,Wichita,Kansas
Conroy Dahmke,Male,31/01/2000,Brooklyn,New York
Wallace Dumsday,Male,30/01/2000,Schenectady,New York
Addia Tamsett,Female,30/03/2000,New York City,New York
Enos Tinmouth,Male,06/10/1999,New York City,New York
Chelsie Van Zon,Female,16/03/2000,New York City,New York
Teddie Dyerson,Male,14/02/2000,Syracuse,New York
Lurleen Loseke,Female,20/11/1999,New Hyde Park,New York
Emmaline Lamdin,Female,10/01/2000,New York City,New York
Pepillo Tampin,Male,16/10/1999,Albany,New York
Misty Silvester,Female,03/11/1999,Topeka,Kansas
Augustin Lembke,Male,21/10/1999,New York City,New York
Humberto Chene,Male,18/12/1999,Topeka,Kansas
Candace Salmen,Female,22/03/2000,Albany,New York
Iolande Souter,Female,29/01/2000,Buffalo,New York
Netty Lindsell,Female,22/10/1999,Rochester,New York
Roanne Mottram,Female,15/11/1999,Brooklyn,New York
Tristan Akester,Male,27/10/1999,Elmira,New York
Hurlee McGrory,Male,04/10/1999,Syracuse,New York
Shandy Papis,Female,07/03/2000,Buffalo,New York
Mariya Mouncher,Female,23/11/1999,Brooklyn,New York
Major McCrachen,Male,04/03/2000,Brooklyn,New York
Gram Aldritt,Male,23/01/2000,Elmira,New York
Moe Klicher,Male,09/11/1999,Schenectady,New York
Jacob Rustidge,Male,26/01/2000,Brooklyn,New York
Theresina Sowman,Female,06/03/2000,Bronx,New York
Ferdinanda Deshon,Female,06/01/2000,White Plains,New York
